SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,TARGET
101052,Revolving loans,F,N,Y,0,135000.0,180000.0,0
101053,Cash loans,F,N,N,0,135000.0,254700.0,0
101054,Cash loans,F,N,Y,0,112500.0,454500.0,0
101058,Cash loans,F,N,N,2,90000.0,900000.0,0
101059,Cash loans,M,Y,Y,0,225000.0,454500.0,0
101060,Cash loans,M,N,N,0,270000.0,1546020.0,0
101061,Cash loans,F,N,Y,0,162000.0,284400.0,0
101062,Cash loans,F,Y,Y,1,135000.0,206271.0,0
101063,Cash loans,M,Y,N,2,202500.0,755190.0,1
101065,Cash loans,M,Y,N,0,121500.0,370629.0,0
101066,Cash loans,F,N,N,1,112500.0,405000.0,0
101067,Cash loans,F,Y,Y,0,225000.0,450000.0,0
101068,Cash loans,F,Y,Y,2,67500.0,900000.0,0
101069,Cash loans,M,Y,Y,0,225000.0,679500.0,0
101070,Cash loans,M,Y,Y,0,157500.0,1125000.0,0
101071,Cash loans,M,Y,Y,0,135000.0,414792.0,0
101072,Cash loans,F,N,Y,0,180000.0,945000.0,0
101073,Cash loans,F,Y,N,0,540000.0,485640.0,1
101074,Cash loans,M,Y,Y,0,173250.0,765261.0,0
101075,Cash loans,F,N,Y,0,121500.0,533668.5,0
101076,Cash loans,F,N,Y,0,126000.0,324216.0,1
101077,Cash loans,M,Y,Y,0,202500.0,720000.0,0
101078,Cash loans,F,N,N,1,90000.0,225000.0,0
101080,Cash loans,F,N,N,0,90000.0,207396.0,0
101081,Cash loans,M,N,Y,0,117000.0,1061599.5,0
101082,Cash loans,F,N,Y,1,270000.0,545040.0,0
101083,Cash loans,F,N,N,0,117000.0,450000.0,0
101084,Cash loans,M,Y,Y,1,157500.0,531706.5,0
101085,Cash loans,F,Y,Y,0,182250.0,900000.0,0
101086,Cash loans,M,Y,N,0,135000.0,225000.0,0
101088,Cash loans,F,N,N,0,166500.0,225000.0,0
101089,Cash loans,F,N,N,0,157500.0,562500.0,0
101091,Cash loans,M,N,N,0,157500.0,1024740.0,0
101093,Cash loans,F,N,Y,0,166500.0,152820.0,1
101094,Cash loans,F,N,Y,0,112500.0,819432.0,0
101095,Cash loans,F,N,N,0,67500.0,450000.0,0
101096,Cash loans,M,N,Y,0,112500.0,550980.0,1
101098,Cash loans,F,Y,N,1,180000.0,1096020.0,0
101100,Cash loans,F,N,N,0,135000.0,315000.0,0
101101,Revolving loans,M,N,Y,0,247500.0,270000.0,0
101102,Cash loans,F,N,Y,2,90000.0,500211.0,0
101103,Cash loans,F,N,N,0,193500.0,715095.0,0
101104,Cash loans,F,N,Y,0,124200.0,538704.0,0
101105,Cash loans,F,N,Y,0,112500.0,157500.0,0
101106,Cash loans,M,N,Y,0,157500.0,824242.5,0
101108,Cash loans,M,N,Y,0,180000.0,450000.0,0
101109,Cash loans,M,Y,N,0,135000.0,781920.0,0
101110,Cash loans,F,Y,N,2,135000.0,755190.0,0
101111,Cash loans,F,Y,Y,0,225000.0,854896.5,0
101112,Cash loans,F,N,Y,0,202500.0,247500.0,0
101113,Cash loans,F,N,Y,0,400500.0,1125000.0,0
101114,Cash loans,F,Y,Y,0,360000.0,754740.0,0
101115,Cash loans,M,Y,Y,1,202500.0,266652.0,0
101116,Cash loans,F,Y,Y,0,135000.0,352044.0,0
101117,Cash loans,F,N,N,0,144000.0,585000.0,0
101119,Cash loans,M,Y,Y,1,202500.0,350581.5,0
101120,Revolving loans,M,N,Y,0,225000.0,270000.0,0
101121,Cash loans,M,N,Y,2,180000.0,436032.0,1
101122,Cash loans,F,N,N,1,90000.0,640458.0,0
101123,Cash loans,F,Y,Y,0,54000.0,188685.0,0
101124,Cash loans,F,N,N,0,103500.0,848745.0,0
101127,Cash loans,M,Y,N,0,211500.0,835380.0,1
101129,Cash loans,F,Y,Y,0,207000.0,1006920.0,0
101130,Cash loans,F,Y,Y,0,67500.0,203760.0,0
101131,Cash loans,M,N,Y,0,112500.0,350676.0,0
101132,Revolving loans,F,N,Y,1,157500.0,135000.0,0
101133,Cash loans,F,N,Y,0,90000.0,284400.0,0
101134,Cash loans,F,Y,N,0,135000.0,450000.0,0
101135,Cash loans,F,Y,Y,1,135000.0,299772.0,0
101137,Cash loans,M,N,Y,0,123300.0,497520.0,0
101138,Cash loans,F,N,Y,0,202500.0,640080.0,0
101139,Cash loans,F,Y,Y,1,112500.0,679500.0,0
101141,Cash loans,F,N,N,2,139500.0,135000.0,0
101142,Cash loans,F,N,Y,2,135000.0,312768.0,1
101143,Cash loans,F,N,Y,1,112500.0,1006920.0,0
101144,Cash loans,F,N,N,0,90000.0,263686.5,0
101145,Cash loans,M,Y,N,2,315000.0,840951.0,0
101146,Cash loans,M,N,Y,0,38700.0,143910.0,0
101147,Cash loans,M,N,Y,2,315000.0,1165500.0,1
101148,Cash loans,F,Y,N,1,135000.0,490536.0,0
101150,Cash loans,M,Y,Y,0,112500.0,835380.0,0
101151,Cash loans,F,N,N,0,90000.0,760225.5,0
101152,Cash loans,F,N,N,0,112500.0,495985.5,0
101153,Cash loans,F,N,Y,0,225000.0,1113840.0,0
101154,Cash loans,F,Y,Y,0,144000.0,517536.0,0
101155,Cash loans,M,N,Y,0,315000.0,1288350.0,0
101156,Cash loans,M,Y,Y,2,180000.0,679500.0,0
